decimalism,hexadecimal,kanji
203892,0x31c74,𱱴
203893,0x31c75,𱱵
203894,0x31c76,𱱶
203895,0x31c77,𱱷
203896,0x31c78,𱱸
203897,0x31c79,𱱹
203898,0x31c7a,𱱺
203899,0x31c7b,𱱻
203900,0x31c7c,𱱼
203901,0x31c7d,𱱽
203902,0x31c7e,𱱾
203903,0x31c7f,𱱿
203904,0x31c80,𱲀
203905,0x31c81,𱲁
203906,0x31c82,𱲂
203907,0x31c83,𱲃
203908,0x31c84,𱲄
203909,0x31c85,𱲅
203910,0x31c86,𱲆
203911,0x31c87,𱲇
203912,0x31c88,𱲈
203913,0x31c89,𱲉
203914,0x31c8a,𱲊
203915,0x31c8b,𱲋
203916,0x31c8c,𱲌
203917,0x31c8d,𱲍
203918,0x31c8e,𱲎
203919,0x31c8f,𱲏
203920,0x31c90,𱲐
203921,0x31c91,𱲑
203922,0x31c92,𱲒
203923,0x31c93,𱲓
203924,0x31c94,𱲔
203925,0x31c95,𱲕
203926,0x31c96,𱲖
203927,0x31c97,𱲗
203928,0x31c98,𱲘
203929,0x31c99,𱲙
203930,0x31c9a,𱲚
203931,0x31c9b,𱲛
203932,0x31c9c,𱲜
203933,0x31c9d,𱲝
203934,0x31c9e,𱲞
203935,0x31c9f,𱲟
203936,0x31ca0,𱲠
203937,0x31ca1,𱲡
203938,0x31ca2,𱲢
203939,0x31ca3,𱲣
203940,0x31ca4,𱲤
203941,0x31ca5,𱲥
203942,0x31ca6,𱲦
203943,0x31ca7,𱲧
203944,0x31ca8,𱲨
203945,0x31ca9,𱲩
203946,0x31caa,𱲪
203947,0x31cab,𱲫
203948,0x31cac,𱲬
203949,0x31cad,𱲭
203950,0x31cae,𱲮
203951,0x31caf,𱲯
203952,0x31cb0,𱲰
203953,0x31cb1,𱲱
203954,0x31cb2,𱲲
203955,0x31cb3,𱲳
203956,0x31cb4,𱲴
203957,0x31cb5,𱲵
203958,0x31cb6,𱲶
203959,0x31cb7,𱲷
203960,0x31cb8,𱲸
203961,0x31cb9,𱲹
203962,0x31cba,𱲺
203963,0x31cbb,𱲻
203964,0x31cbc,𱲼
203965,0x31cbd,𱲽
203966,0x31cbe,𱲾
203967,0x31cbf,𱲿
203968,0x31cc0,𱳀
203969,0x31cc1,𱳁
203970,0x31cc2,𱳂
203971,0x31cc3,𱳃
203972,0x31cc4,𱳄
203973,0x31cc5,𱳅
203974,0x31cc6,𱳆
203975,0x31cc7,𱳇
203976,0x31cc8,𱳈
203977,0x31cc9,𱳉
203978,0x31cca,𱳊
203979,0x31ccb,𱳋
203980,0x31ccc,𱳌
203981,0x31ccd,𱳍
203982,0x31cce,𱳎
203983,0x31ccf,𱳏
203984,0x31cd0,𱳐
203985,0x31cd1,𱳑
203986,0x31cd2,𱳒
203987,0x31cd3,𱳓
203988,0x31cd4,𱳔
203989,0x31cd5,𱳕
203990,0x31cd6,𱳖
203991,0x31cd7,𱳗
203992,0x31cd8,𱳘
203993,0x31cd9,𱳙
203994,0x31cda,𱳚
203995,0x31cdb,𱳛
203996,0x31cdc,𱳜
203997,0x31cdd,𱳝
203998,0x31cde,𱳞
203999,0x31cdf,𱳟
204000,0x31ce0,𱳠
204001,0x31ce1,𱳡
204002,0x31ce2,𱳢
204003,0x31ce3,𱳣
204004,0x31ce4,𱳤
204005,0x31ce5,𱳥
204006,0x31ce6,𱳦
204007,0x31ce7,𱳧
204008,0x31ce8,𱳨
204009,0x31ce9,𱳩
204010,0x31cea,𱳪
204011,0x31ceb,𱳫
204012,0x31cec,𱳬
204013,0x31ced,𱳭
204014,0x31cee,𱳮
204015,0x31cef,𱳯
204016,0x31cf0,𱳰
204017,0x31cf1,𱳱
204018,0x31cf2,𱳲
204019,0x31cf3,𱳳
204020,0x31cf4,𱳴
204021,0x31cf5,𱳵
204022,0x31cf6,𱳶
204023,0x31cf7,𱳷
204024,0x31cf8,𱳸
204025,0x31cf9,𱳹
204026,0x31cfa,𱳺
204027,0x31cfb,𱳻
204028,0x31cfc,𱳼
204029,0x31cfd,𱳽
204030,0x31cfe,𱳾
204031,0x31cff,𱳿
204032,0x31d00,𱴀
204033,0x31d01,𱴁
204034,0x31d02,𱴂
204035,0x31d03,𱴃
204036,0x31d04,𱴄
204037,0x31d05,𱴅
204038,0x31d06,𱴆
204039,0x31d07,𱴇
204040,0x31d08,𱴈
204041,0x31d09,𱴉
204042,0x31d0a,𱴊
204043,0x31d0b,𱴋
204044,0x31d0c,𱴌
204045,0x31d0d,𱴍
204046,0x31d0e,𱴎
204047,0x31d0f,𱴏
204048,0x31d10,𱴐
204049,0x31d11,𱴑
204050,0x31d12,𱴒
204051,0x31d13,𱴓
204052,0x31d14,𱴔
204053,0x31d15,𱴕
204054,0x31d16,𱴖
204055,0x31d17,𱴗
204056,0x31d18,𱴘
204057,0x31d19,𱴙
204058,0x31d1a,𱴚
204059,0x31d1b,𱴛
204060,0x31d1c,𱴜
204061,0x31d1d,𱴝
204062,0x31d1e,𱴞
204063,0x31d1f,𱴟
204064,0x31d20,𱴠
204065,0x31d21,𱴡
204066,0x31d22,𱴢
204067,0x31d23,𱴣
204068,0x31d24,𱴤
204069,0x31d25,𱴥
204070,0x31d26,𱴦
204071,0x31d27,𱴧
204072,0x31d28,𱴨
204073,0x31d29,𱴩
204074,0x31d2a,𱴪
204075,0x31d2b,𱴫
204076,0x31d2c,𱴬
204077,0x31d2d,𱴭
204078,0x31d2e,𱴮
204079,0x31d2f,𱴯
204080,0x31d30,𱴰
204081,0x31d31,𱴱
204082,0x31d32,𱴲
204083,0x31d33,𱴳
204084,0x31d34,𱴴
204085,0x31d35,𱴵
204086,0x31d36,𱴶
204087,0x31d37,𱴷
204088,0x31d38,𱴸
204089,0x31d39,𱴹
204090,0x31d3a,𱴺
204091,0x31d3b,𱴻
204092,0x31d3c,𱴼
204093,0x31d3d,𱴽
204094,0x31d3e,𱴾
204095,0x31d3f,𱴿
204096,0x31d40,𱵀
204097,0x31d41,𱵁
204098,0x31d42,𱵂
204099,0x31d43,𱵃
204100,0x31d44,𱵄
204101,0x31d45,𱵅
204102,0x31d46,𱵆
204103,0x31d47,𱵇
204104,0x31d48,𱵈
204105,0x31d49,𱵉
204106,0x31d4a,𱵊
204107,0x31d4b,𱵋
204108,0x31d4c,𱵌
204109,0x31d4d,𱵍
204110,0x31d4e,𱵎
204111,0x31d4f,𱵏
204112,0x31d50,𱵐
204113,0x31d51,𱵑
204114,0x31d52,𱵒
204115,0x31d53,𱵓
204116,0x31d54,𱵔
204117,0x31d55,𱵕
204118,0x31d56,𱵖
204119,0x31d57,𱵗
204120,0x31d58,𱵘
204121,0x31d59,𱵙
204122,0x31d5a,𱵚
204123,0x31d5b,𱵛
204124,0x31d5c,𱵜
204125,0x31d5d,𱵝
204126,0x31d5e,𱵞
204127,0x31d5f,𱵟
204128,0x31d60,𱵠
204129,0x31d61,𱵡
204130,0x31d62,𱵢
204131,0x31d63,𱵣
204132,0x31d64,𱵤
204133,0x31d65,𱵥
204134,0x31d66,𱵦
204135,0x31d67,𱵧
204136,0x31d68,𱵨
204137,0x31d69,𱵩
204138,0x31d6a,𱵪
204139,0x31d6b,𱵫
204140,0x31d6c,𱵬
204141,0x31d6d,𱵭
204142,0x31d6e,𱵮
204143,0x31d6f,𱵯
204144,0x31d70,𱵰
204145,0x31d71,𱵱
204146,0x31d72,𱵲
204147,0x31d73,𱵳
204148,0x31d74,𱵴
204149,0x31d75,𱵵
204150,0x31d76,𱵶
204151,0x31d77,𱵷
204152,0x31d78,𱵸
204153,0x31d79,𱵹
204154,0x31d7a,𱵺
204155,0x31d7b,𱵻
204156,0x31d7c,𱵼
204157,0x31d7d,𱵽
204158,0x31d7e,𱵾
204159,0x31d7f,𱵿
204160,0x31d80,𱶀
204161,0x31d81,𱶁
204162,0x31d82,𱶂
204163,0x31d83,𱶃
204164,0x31d84,𱶄
204165,0x31d85,𱶅
204166,0x31d86,𱶆
204167,0x31d87,𱶇
204168,0x31d88,𱶈
204169,0x31d89,𱶉
204170,0x31d8a,𱶊
204171,0x31d8b,𱶋
204172,0x31d8c,𱶌
204173,0x31d8d,𱶍
204174,0x31d8e,𱶎
204175,0x31d8f,𱶏
204176,0x31d90,𱶐
204177,0x31d91,𱶑
204178,0x31d92,𱶒
204179,0x31d93,𱶓
204180,0x31d94,𱶔
204181,0x31d95,𱶕
204182,0x31d96,𱶖
204183,0x31d97,𱶗
204184,0x31d98,𱶘
204185,0x31d99,𱶙
204186,0x31d9a,𱶚
204187,0x31d9b,𱶛
204188,0x31d9c,𱶜
204189,0x31d9d,𱶝
204190,0x31d9e,𱶞
204191,0x31d9f,𱶟
204192,0x31da0,𱶠
204193,0x31da1,𱶡
204194,0x31da2,𱶢
204195,0x31da3,𱶣
204196,0x31da4,𱶤
204197,0x31da5,𱶥
204198,0x31da6,𱶦
204199,0x31da7,𱶧
204200,0x31da8,𱶨
204201,0x31da9,𱶩
204202,0x31daa,𱶪
204203,0x31dab,𱶫
204204,0x31dac,𱶬
204205,0x31dad,𱶭
204206,0x31dae,𱶮
204207,0x31daf,𱶯
204208,0x31db0,𱶰
204209,0x31db1,𱶱
204210,0x31db2,𱶲
204211,0x31db3,𱶳
204212,0x31db4,𱶴
204213,0x31db5,𱶵
204214,0x31db6,𱶶
204215,0x31db7,𱶷
204216,0x31db8,𱶸
204217,0x31db9,𱶹
204218,0x31dba,𱶺
204219,0x31dbb,𱶻
204220,0x31dbc,𱶼
204221,0x31dbd,𱶽
204222,0x31dbe,𱶾
204223,0x31dbf,𱶿
204224,0x31dc0,𱷀
204225,0x31dc1,𱷁
204226,0x31dc2,𱷂
204227,0x31dc3,𱷃
204228,0x31dc4,𱷄
204229,0x31dc5,𱷅
204230,0x31dc6,𱷆
204231,0x31dc7,𱷇
204232,0x31dc8,𱷈
204233,0x31dc9,𱷉
204234,0x31dca,𱷊
204235,0x31dcb,𱷋
204236,0x31dcc,𱷌
204237,0x31dcd,𱷍
204238,0x31dce,𱷎
204239,0x31dcf,𱷏
204240,0x31dd0,𱷐
204241,0x31dd1,𱷑
204242,0x31dd2,𱷒
204243,0x31dd3,𱷓
204244,0x31dd4,𱷔
204245,0x31dd5,𱷕
204246,0x31dd6,𱷖
204247,0x31dd7,𱷗
204248,0x31dd8,𱷘
204249,0x31dd9,𱷙
204250,0x31dda,𱷚
204251,0x31ddb,𱷛
204252,0x31ddc,𱷜
204253,0x31ddd,𱷝
204254,0x31dde,𱷞
204255,0x31ddf,𱷟
204256,0x31de0,𱷠
204257,0x31de1,𱷡
204258,0x31de2,𱷢
204259,0x31de3,𱷣
204260,0x31de4,𱷤
204261,0x31de5,𱷥
204262,0x31de6,𱷦
204263,0x31de7,𱷧
204264,0x31de8,𱷨
204265,0x31de9,𱷩
204266,0x31dea,𱷪
204267,0x31deb,𱷫
204268,0x31dec,𱷬
204269,0x31ded,𱷭
204270,0x31dee,𱷮
204271,0x31def,𱷯
204272,0x31df0,𱷰
204273,0x31df1,𱷱
204274,0x31df2,𱷲
204275,0x31df3,𱷳
204276,0x31df4,𱷴
204277,0x31df5,𱷵
204278,0x31df6,𱷶
204279,0x31df7,𱷷
204280,0x31df8,𱷸
204281,0x31df9,𱷹
204282,0x31dfa,𱷺
204283,0x31dfb,𱷻
204284,0x31dfc,𱷼
204285,0x31dfd,𱷽
204286,0x31dfe,𱷾
204287,0x31dff,𱷿
204288,0x31e00,𱸀
204289,0x31e01,𱸁
204290,0x31e02,𱸂
204291,0x31e03,𱸃
204292,0x31e04,𱸄
204293,0x31e05,𱸅
204294,0x31e06,𱸆
204295,0x31e07,𱸇
204296,0x31e08,𱸈
204297,0x31e09,𱸉
204298,0x31e0a,𱸊
204299,0x31e0b,𱸋
204300,0x31e0c,𱸌
204301,0x31e0d,𱸍
204302,0x31e0e,𱸎
204303,0x31e0f,𱸏
204304,0x31e10,𱸐
204305,0x31e11,𱸑
204306,0x31e12,𱸒
204307,0x31e13,𱸓
204308,0x31e14,𱸔
204309,0x31e15,𱸕
204310,0x31e16,𱸖
204311,0x31e17,𱸗
204312,0x31e18,𱸘
204313,0x31e19,𱸙
204314,0x31e1a,𱸚
204315,0x31e1b,𱸛
204316,0x31e1c,𱸜
204317,0x31e1d,𱸝
204318,0x31e1e,𱸞
204319,0x31e1f,𱸟
204320,0x31e20,𱸠
204321,0x31e21,𱸡
204322,0x31e22,𱸢
204323,0x31e23,𱸣
204324,0x31e24,𱸤
204325,0x31e25,𱸥
204326,0x31e26,𱸦
204327,0x31e27,𱸧
204328,0x31e28,𱸨
204329,0x31e29,𱸩
204330,0x31e2a,𱸪
204331,0x31e2b,𱸫
204332,0x31e2c,𱸬
204333,0x31e2d,𱸭
204334,0x31e2e,𱸮
204335,0x31e2f,𱸯
204336,0x31e30,𱸰
204337,0x31e31,𱸱
204338,0x31e32,𱸲
204339,0x31e33,𱸳
204340,0x31e34,𱸴
204341,0x31e35,𱸵
204342,0x31e36,𱸶
204343,0x31e37,𱸷
204344,0x31e38,𱸸
204345,0x31e39,𱸹
204346,0x31e3a,𱸺
204347,0x31e3b,𱸻
204348,0x31e3c,𱸼
204349,0x31e3d,𱸽
204350,0x31e3e,𱸾
204351,0x31e3f,𱸿
204352,0x31e40,𱹀
204353,0x31e41,𱹁
204354,0x31e42,𱹂
204355,0x31e43,𱹃
204356,0x31e44,𱹄
204357,0x31e45,𱹅
204358,0x31e46,𱹆
204359,0x31e47,𱹇
204360,0x31e48,𱹈
204361,0x31e49,𱹉
204362,0x31e4a,𱹊
204363,0x31e4b,𱹋
204364,0x31e4c,𱹌
204365,0x31e4d,𱹍
204366,0x31e4e,𱹎
204367,0x31e4f,𱹏
204368,0x31e50,𱹐
204369,0x31e51,𱹑
204370,0x31e52,𱹒
204371,0x31e53,𱹓
204372,0x31e54,𱹔
204373,0x31e55,𱹕
204374,0x31e56,𱹖
204375,0x31e57,𱹗
204376,0x31e58,𱹘
204377,0x31e59,𱹙
204378,0x31e5a,𱹚
204379,0x31e5b,𱹛
204380,0x31e5c,𱹜
204381,0x31e5d,𱹝
204382,0x31e5e,𱹞
204383,0x31e5f,𱹟
204384,0x31e60,𱹠
204385,0x31e61,𱹡
204386,0x31e62,𱹢
204387,0x31e63,𱹣
204388,0x31e64,𱹤
204389,0x31e65,𱹥
204390,0x31e66,𱹦
204391,0x31e67,𱹧
204392,0x31e68,𱹨
204393,0x31e69,𱹩
204394,0x31e6a,𱹪
204395,0x31e6b,𱹫
204396,0x31e6c,𱹬
204397,0x31e6d,𱹭
204398,0x31e6e,𱹮
204399,0x31e6f,𱹯
204400,0x31e70,𱹰
204401,0x31e71,𱹱
204402,0x31e72,𱹲
204403,0x31e73,𱹳
204404,0x31e74,𱹴
204405,0x31e75,𱹵
204406,0x31e76,𱹶
204407,0x31e77,𱹷
204408,0x31e78,𱹸
204409,0x31e79,𱹹
204410,0x31e7a,𱹺
204411,0x31e7b,𱹻
204412,0x31e7c,𱹼
204413,0x31e7d,𱹽
204414,0x31e7e,𱹾
204415,0x31e7f,𱹿
204416,0x31e80,𱺀
204417,0x31e81,𱺁
204418,0x31e82,𱺂
204419,0x31e83,𱺃
204420,0x31e84,𱺄
204421,0x31e85,𱺅
204422,0x31e86,𱺆
204423,0x31e87,𱺇
204424,0x31e88,𱺈
204425,0x31e89,𱺉
204426,0x31e8a,𱺊
204427,0x31e8b,𱺋
204428,0x31e8c,𱺌
204429,0x31e8d,𱺍
204430,0x31e8e,𱺎
204431,0x31e8f,𱺏
204432,0x31e90,𱺐
204433,0x31e91,𱺑
204434,0x31e92,𱺒
204435,0x31e93,𱺓
204436,0x31e94,𱺔
204437,0x31e95,𱺕
204438,0x31e96,𱺖
204439,0x31e97,𱺗
204440,0x31e98,𱺘
204441,0x31e99,𱺙
204442,0x31e9a,𱺚
204443,0x31e9b,𱺛
204444,0x31e9c,𱺜
204445,0x31e9d,𱺝
204446,0x31e9e,𱺞
204447,0x31e9f,𱺟
204448,0x31ea0,𱺠
204449,0x31ea1,𱺡
204450,0x31ea2,𱺢
204451,0x31ea3,𱺣
204452,0x31ea4,𱺤
204453,0x31ea5,𱺥
204454,0x31ea6,𱺦
204455,0x31ea7,𱺧
204456,0x31ea8,𱺨
204457,0x31ea9,𱺩
204458,0x31eaa,𱺪
204459,0x31eab,𱺫
204460,0x31eac,𱺬
204461,0x31ead,𱺭
204462,0x31eae,𱺮
204463,0x31eaf,𱺯
204464,0x31eb0,𱺰
204465,0x31eb1,𱺱
204466,0x31eb2,𱺲
204467,0x31eb3,𱺳
204468,0x31eb4,𱺴
204469,0x31eb5,𱺵
204470,0x31eb6,𱺶
204471,0x31eb7,𱺷
204472,0x31eb8,𱺸
204473,0x31eb9,𱺹
204474,0x31eba,𱺺
204475,0x31ebb,𱺻
204476,0x31ebc,𱺼
204477,0x31ebd,𱺽
204478,0x31ebe,𱺾
204479,0x31ebf,𱺿
204480,0x31ec0,𱻀
204481,0x31ec1,𱻁
204482,0x31ec2,𱻂
204483,0x31ec3,𱻃
204484,0x31ec4,𱻄
204485,0x31ec5,𱻅
204486,0x31ec6,𱻆
204487,0x31ec7,𱻇
204488,0x31ec8,𱻈
204489,0x31ec9,𱻉
204490,0x31eca,𱻊
204491,0x31ecb,𱻋
204492,0x31ecc,𱻌
204493,0x31ecd,𱻍
204494,0x31ece,𱻎
204495,0x31ecf,𱻏
204496,0x31ed0,𱻐
204497,0x31ed1,𱻑
204498,0x31ed2,𱻒
204499,0x31ed3,𱻓
204500,0x31ed4,𱻔
204501,0x31ed5,𱻕
204502,0x31ed6,𱻖
204503,0x31ed7,𱻗
204504,0x31ed8,𱻘
204505,0x31ed9,𱻙
204506,0x31eda,𱻚
204507,0x31edb,𱻛
204508,0x31edc,𱻜
204509,0x31edd,𱻝
204510,0x31ede,𱻞
204511,0x31edf,𱻟
204512,0x31ee0,𱻠
204513,0x31ee1,𱻡
204514,0x31ee2,𱻢
204515,0x31ee3,𱻣
204516,0x31ee4,𱻤
204517,0x31ee5,𱻥
204518,0x31ee6,𱻦
204519,0x31ee7,𱻧
204520,0x31ee8,𱻨
204521,0x31ee9,𱻩
204522,0x31eea,𱻪
204523,0x31eeb,𱻫
204524,0x31eec,𱻬
204525,0x31eed,𱻭
204526,0x31eee,𱻮
204527,0x31eef,𱻯
204528,0x31ef0,𱻰
204529,0x31ef1,𱻱
204530,0x31ef2,𱻲
204531,0x31ef3,𱻳
204532,0x31ef4,𱻴
204533,0x31ef5,𱻵
204534,0x31ef6,𱻶
204535,0x31ef7,𱻷
204536,0x31ef8,𱻸
204537,0x31ef9,𱻹
204538,0x31efa,𱻺
204539,0x31efb,𱻻
204540,0x31efc,𱻼
204541,0x31efd,𱻽
204542,0x31efe,𱻾
204543,0x31eff,𱻿
204544,0x31f00,𱼀
204545,0x31f01,𱼁
204546,0x31f02,𱼂
204547,0x31f03,𱼃
204548,0x31f04,𱼄
204549,0x31f05,𱼅
204550,0x31f06,𱼆
204551,0x31f07,𱼇
204552,0x31f08,𱼈
204553,0x31f09,𱼉
204554,0x31f0a,𱼊
204555,0x31f0b,𱼋
204556,0x31f0c,𱼌
204557,0x31f0d,𱼍
204558,0x31f0e,𱼎
204559,0x31f0f,𱼏
204560,0x31f10,𱼐
204561,0x31f11,𱼑
204562,0x31f12,𱼒
204563,0x31f13,𱼓
204564,0x31f14,𱼔
204565,0x31f15,𱼕
204566,0x31f16,𱼖
204567,0x31f17,𱼗
204568,0x31f18,𱼘
204569,0x31f19,𱼙
204570,0x31f1a,𱼚
204571,0x31f1b,𱼛
204572,0x31f1c,𱼜
204573,0x31f1d,𱼝
204574,0x31f1e,𱼞
204575,0x31f1f,𱼟
204576,0x31f20,𱼠
204577,0x31f21,𱼡
204578,0x31f22,𱼢
204579,0x31f23,𱼣
204580,0x31f24,𱼤
204581,0x31f25,𱼥
204582,0x31f26,𱼦
204583,0x31f27,𱼧
204584,0x31f28,𱼨
204585,0x31f29,𱼩
204586,0x31f2a,𱼪
204587,0x31f2b,𱼫
204588,0x31f2c,𱼬
204589,0x31f2d,𱼭
204590,0x31f2e,𱼮
204591,0x31f2f,𱼯
204592,0x31f30,𱼰
204593,0x31f31,𱼱
204594,0x31f32,𱼲
204595,0x31f33,𱼳
204596,0x31f34,𱼴
204597,0x31f35,𱼵
204598,0x31f36,𱼶
204599,0x31f37,𱼷
204600,0x31f38,𱼸
204601,0x31f39,𱼹
204602,0x31f3a,𱼺
204603,0x31f3b,𱼻
204604,0x31f3c,𱼼
204605,0x31f3d,𱼽
204606,0x31f3e,𱼾
204607,0x31f3f,𱼿
204608,0x31f40,𱽀
204609,0x31f41,𱽁
204610,0x31f42,𱽂
204611,0x31f43,𱽃
204612,0x31f44,𱽄
204613,0x31f45,𱽅
204614,0x31f46,𱽆
204615,0x31f47,𱽇
204616,0x31f48,𱽈
204617,0x31f49,𱽉
204618,0x31f4a,𱽊
204619,0x31f4b,𱽋
204620,0x31f4c,𱽌
204621,0x31f4d,𱽍
204622,0x31f4e,𱽎
204623,0x31f4f,𱽏
204624,0x31f50,𱽐
204625,0x31f51,𱽑
204626,0x31f52,𱽒
204627,0x31f53,𱽓
204628,0x31f54,𱽔
204629,0x31f55,𱽕
204630,0x31f56,𱽖
204631,0x31f57,𱽗
204632,0x31f58,𱽘
204633,0x31f59,𱽙
204634,0x31f5a,𱽚
204635,0x31f5b,𱽛
204636,0x31f5c,𱽜
204637,0x31f5d,𱽝
204638,0x31f5e,𱽞
204639,0x31f5f,𱽟
204640,0x31f60,𱽠
204641,0x31f61,𱽡
204642,0x31f62,𱽢
204643,0x31f63,𱽣
204644,0x31f64,𱽤
204645,0x31f65,𱽥
204646,0x31f66,𱽦
204647,0x31f67,𱽧
204648,0x31f68,𱽨
204649,0x31f69,𱽩
204650,0x31f6a,𱽪
204651,0x31f6b,𱽫
204652,0x31f6c,𱽬
204653,0x31f6d,𱽭
204654,0x31f6e,𱽮
204655,0x31f6f,𱽯
204656,0x31f70,𱽰
204657,0x31f71,𱽱
204658,0x31f72,𱽲
204659,0x31f73,𱽳
204660,0x31f74,𱽴
204661,0x31f75,𱽵
204662,0x31f76,𱽶
204663,0x31f77,𱽷
204664,0x31f78,𱽸
204665,0x31f79,𱽹
204666,0x31f7a,𱽺
204667,0x31f7b,𱽻
204668,0x31f7c,𱽼
204669,0x31f7d,𱽽
204670,0x31f7e,𱽾
204671,0x31f7f,𱽿
204672,0x31f80,𱾀
204673,0x31f81,𱾁
204674,0x31f82,𱾂
204675,0x31f83,𱾃
204676,0x31f84,𱾄
204677,0x31f85,𱾅
204678,0x31f86,𱾆
204679,0x31f87,𱾇
204680,0x31f88,𱾈
204681,0x31f89,𱾉
204682,0x31f8a,𱾊
204683,0x31f8b,𱾋
204684,0x31f8c,𱾌
204685,0x31f8d,𱾍
204686,0x31f8e,𱾎
204687,0x31f8f,𱾏
204688,0x31f90,𱾐
204689,0x31f91,𱾑
204690,0x31f92,𱾒
204691,0x31f93,𱾓
204692,0x31f94,𱾔
204693,0x31f95,𱾕
204694,0x31f96,𱾖
204695,0x31f97,𱾗
204696,0x31f98,𱾘
204697,0x31f99,𱾙
204698,0x31f9a,𱾚
204699,0x31f9b,𱾛
204700,0x31f9c,𱾜
204701,0x31f9d,𱾝
204702,0x31f9e,𱾞
204703,0x31f9f,𱾟
204704,0x31fa0,𱾠
204705,0x31fa1,𱾡
204706,0x31fa2,𱾢
204707,0x31fa3,𱾣
204708,0x31fa4,𱾤
204709,0x31fa5,𱾥
204710,0x31fa6,𱾦
204711,0x31fa7,𱾧
204712,0x31fa8,𱾨
204713,0x31fa9,𱾩
204714,0x31faa,𱾪
204715,0x31fab,𱾫
204716,0x31fac,𱾬
204717,0x31fad,𱾭
204718,0x31fae,𱾮
204719,0x31faf,𱾯
204720,0x31fb0,𱾰
204721,0x31fb1,𱾱
204722,0x31fb2,𱾲
204723,0x31fb3,𱾳
204724,0x31fb4,𱾴
204725,0x31fb5,𱾵
204726,0x31fb6,𱾶
204727,0x31fb7,𱾷
204728,0x31fb8,𱾸
204729,0x31fb9,𱾹
204730,0x31fba,𱾺
204731,0x31fbb,𱾻
204732,0x31fbc,𱾼
204733,0x31fbd,𱾽
204734,0x31fbe,𱾾
204735,0x31fbf,𱾿
204736,0x31fc0,𱿀
204737,0x31fc1,𱿁
204738,0x31fc2,𱿂
204739,0x31fc3,𱿃
204740,0x31fc4,𱿄
204741,0x31fc5,𱿅
204742,0x31fc6,𱿆
204743,0x31fc7,𱿇
204744,0x31fc8,𱿈
204745,0x31fc9,𱿉
204746,0x31fca,𱿊
204747,0x31fcb,𱿋
204748,0x31fcc,𱿌
204749,0x31fcd,𱿍
204750,0x31fce,𱿎
204751,0x31fcf,𱿏
204752,0x31fd0,𱿐
204753,0x31fd1,𱿑
204754,0x31fd2,𱿒
204755,0x31fd3,𱿓
204756,0x31fd4,𱿔
204757,0x31fd5,𱿕
204758,0x31fd6,𱿖
204759,0x31fd7,𱿗
204760,0x31fd8,𱿘
204761,0x31fd9,𱿙
204762,0x31fda,𱿚
204763,0x31fdb,𱿛
204764,0x31fdc,𱿜
204765,0x31fdd,𱿝
204766,0x31fde,𱿞
204767,0x31fdf,𱿟
204768,0x31fe0,𱿠
204769,0x31fe1,𱿡
204770,0x31fe2,𱿢
204771,0x31fe3,𱿣
204772,0x31fe4,𱿤
204773,0x31fe5,𱿥
204774,0x31fe6,𱿦
204775,0x31fe7,𱿧
204776,0x31fe8,𱿨
204777,0x31fe9,𱿩
204778,0x31fea,𱿪
204779,0x31feb,𱿫
204780,0x31fec,𱿬
204781,0x31fed,𱿭
204782,0x31fee,𱿮
204783,0x31fef,𱿯
204784,0x31ff0,𱿰
204785,0x31ff1,𱿱
204786,0x31ff2,𱿲
204787,0x31ff3,𱿳
204788,0x31ff4,𱿴
204789,0x31ff5,𱿵
204790,0x31ff6,𱿶
204791,0x31ff7,𱿷
204792,0x31ff8,𱿸
204793,0x31ff9,𱿹
204794,0x31ffa,𱿺
204795,0x31ffb,𱿻
204796,0x31ffc,𱿼
204797,0x31ffd,𱿽
204798,0x31ffe,𱿾
204799,0x31fff,𱿿
204800,0x32000,𲀀
204801,0x32001,𲀁
204802,0x32002,𲀂
204803,0x32003,𲀃
204804,0x32004,𲀄
204805,0x32005,𲀅
204806,0x32006,𲀆
204807,0x32007,𲀇
204808,0x32008,𲀈
204809,0x32009,𲀉
204810,0x3200a,𲀊
204811,0x3200b,𲀋
204812,0x3200c,𲀌
204813,0x3200d,𲀍
204814,0x3200e,𲀎
204815,0x3200f,𲀏
204816,0x32010,𲀐
204817,0x32011,𲀑
204818,0x32012,𲀒
204819,0x32013,𲀓
204820,0x32014,𲀔
204821,0x32015,𲀕
204822,0x32016,𲀖
204823,0x32017,𲀗
204824,0x32018,𲀘
204825,0x32019,𲀙
204826,0x3201a,𲀚
204827,0x3201b,𲀛
204828,0x3201c,𲀜
204829,0x3201d,𲀝
204830,0x3201e,𲀞
204831,0x3201f,𲀟
204832,0x32020,𲀠
204833,0x32021,𲀡
204834,0x32022,𲀢
204835,0x32023,𲀣
204836,0x32024,𲀤
204837,0x32025,𲀥
204838,0x32026,𲀦
204839,0x32027,𲀧
204840,0x32028,𲀨
204841,0x32029,𲀩
204842,0x3202a,𲀪
204843,0x3202b,𲀫
204844,0x3202c,𲀬
204845,0x3202d,𲀭
204846,0x3202e,𲀮
204847,0x3202f,𲀯
204848,0x32030,𲀰
204849,0x32031,𲀱
204850,0x32032,𲀲
204851,0x32033,𲀳
204852,0x32034,𲀴
204853,0x32035,𲀵
204854,0x32036,𲀶
204855,0x32037,𲀷
204856,0x32038,𲀸
204857,0x32039,𲀹
204858,0x3203a,𲀺
204859,0x3203b,𲀻
